id,name
0000224,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity
0000225,N-acetylglucosaminylphosphatidylinositol deacetylase activity
0000226,microtubule cytoskeleton organization
0000227,oxaloacetate secondary active transmembrane transporter activity
0000228,nuclear chromosome
0000229,cytoplasmic chromosome
0000230,obsolete nuclear mitotic chromosome
0000231,obsolete cytoplasmic mitotic chromosome
0000232,obsolete nuclear interphase chromosome
0000233,obsolete cytoplasmic interphase chromosome
0000234,phosphoethanolamine N-methyltransferase activity
0000235,astral microtubule
0000236,mitotic prometaphase
0000237,leptotene
0000238,zygotene
0000239,pachytene
0000240,diplotene
0000241,diakinesis
0000242,pericentriolar material
0000243,commitment complex
0000244,spliceosomal tri-snRNP complex assembly
0000245,spliceosomal complex assembly
0000246,delta24(24-1) sterol reductase activity
0000247,C-8 sterol isomerase activity
0000248,C-5 sterol desaturase activity
0000249,C-22 sterol desaturase activity
0000250,lanosterol synthase activity
0000252,C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity
0000253,3-keto sterol reductase activity
0000254,C-4 methylsterol oxidase activity
0000255,allantoin metabolic process
0000256,allantoin catabolic process
0000257,nitrilase activity
0000258,obsolete isoleucine/valinesodium symporter activity
0000259,obsolete intracellular nucleoside transmembrane transporter activity
0000260,obsolete hydrogen-translocating V-type ATPase activity
0000261,obsolete sodium-translocating V-type ATPase activity
0000262,mitochondrial chromosome
0000263,"obsolete heterotrimeric G-protein GTPase, alpha-subunit"
0000264,"obsolete heterotrimeric G-protein GTPase, beta-subunit"
0000265,"obsolete heterotrimeric G-protein GTPase, gamma-subunit"
0000266,mitochondrial fission
0000267,obsolete cell fraction
0000268,peroxisome targeting sequence binding
0000269,toxin export channel activity
0000270,peptidoglycan metabolic process
0000271,polysaccharide biosynthetic process
0000272,polysaccharide catabolic process
0000274,"mitochondrial proton-transporting ATP synthase, stator stalk"
0000275,"mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)"
0000276,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
0000277,[cytochrome c]-lysine N-methyltransferase activity
0000278,mitotic cell cycle
0000279,M phase
0000280,nuclear division
0000281,mitotic cytokinesis
0000282,cellular bud site selection
0000284,obsolete shmoo orientation
0000285,1-phosphatidylinositol-3-phosphate 5-kinase activity
0000286,alanine dehydrogenase activity
0000287,magnesium ion binding
0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
0000289,nuclear-transcribed mRNA poly(A) tail shortening
0000290,deadenylation-dependent decapping of nuclear-transcribed mRNA
0000291,"nuclear-transcribed mRNA catabolic process, exonucleolytic"
0000292,RNA fragment catabolic process
0000293,ferric-chelate reductase activity
0000294,"nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay"
0000295,adenine nucleotide transmembrane transporter activity
0000296,spermine transport
0000297,spermine transmembrane transporter activity
0000298,endopolyphosphatase activity
0000299,obsolete integral to membrane of membrane fraction
0000300,obsolete peripheral to membrane of membrane fraction
0000301,"retrograde transport, vesicle recycling within Golgi"
0000302,response to reactive oxygen species
0000303,response to superoxide
0000304,response to singlet oxygen
0000305,response to oxygen radical
0000306,extrinsic component of vacuolar membrane
0000307,cyclin-dependent protein kinase holoenzyme complex
0000308,cytoplasmic cyclin-dependent protein kinase holoenzyme complex
0000309,nicotinamide-nucleotide adenylyltransferase activity
0000310,xanthine phosphoribosyltransferase activity
0000311,plastid large ribosomal subunit
0000312,plastid small ribosomal subunit
0000313,organellar ribosome
0000314,organellar small ribosomal subunit
0000315,organellar large ribosomal subunit
0000316,sulfite transport
0000319,sulfite transmembrane transporter activity
0000320,re-entry into mitotic cell cycle
0000321,re-entry into mitotic cell cycle after pheromone arrest
0000322,storage vacuole
0000323,lytic vacuole
0000324,fungal-type vacuole
0000325,plant-type vacuole
0000326,protein storage vacuole
0000327,lytic vacuole within protein storage vacuole
0000328,fungal-type vacuole lumen
0000329,fungal-type vacuole membrane
0000330,plant-type vacuole lumen
0000331,contractile vacuole
0000332,template for synthesis of G-rich strand of telomere DNA activity
0000333,telomerase catalytic core complex
0000334,"3-hydroxyanthranilate 3,4-dioxygenase activity"
0000335,"negative regulation of transposition, DNA-mediated"
0000336,"positive regulation of transposition, DNA-mediated"
0000337,"regulation of transposition, DNA-mediated"
0000338,protein deneddylation
0000339,RNA cap binding
0000340,RNA 7-methylguanosine cap binding
0000341,RNA trimethylguanosine cap binding
0000342,RNA cap 4 binding
0000343,plastid-encoded plastid RNA polymerase complex A
0000344,plastid-encoded plastid RNA polymerase complex B
0000345,cytosolic DNA-directed RNA polymerase complex
0000346,transcription export complex
0000347,THO complex
0000348,mRNA branch site recognition
0000349,generation of catalytic spliceosome for first transesterification step
0000350,generation of catalytic spliceosome for second transesterification step
0000352,trans assembly of SL-containing precatalytic spliceosome
0000353,formation of quadruple SL/U4/U5/U6 snRNP
0000354,cis assembly of pre-catalytic spliceosome
0000362,obsolete first U2-type spliceosomal transesterification activity
0000363,obsolete first U12-type spliceosomal transesterification activity
0000364,obsolete second U2-type spliceosomal transesterification activity
0000365,"mRNA trans splicing, via spliceosome"
0000366,intergenic mRNA trans splicing
0000367,obsolete second U12-type spliceosomal transesterification activity
0000372,Group I intron splicing
0000373,Group II intron splicing
0000374,Group III intron splicing
0000375,"RNA splicing, via transesterification reactions"
0000376,"RNA splicing, via transesterification reactions with guanosine as nucleophile"
0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"
0000378,RNA exon ligation
0000379,tRNA-type intron splice site recognition and cleavage
0000380,"alternative mRNA splicing, via spliceosome"
0000381,"regulation of alternative mRNA splicing, via spliceosome"
0000384,first spliceosomal transesterification activity
0000386,second spliceosomal transesterification activity
0000387,spliceosomal snRNP assembly
0000388,spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)
0000389,mRNA 3'-splice site recognition
0000390,spliceosomal complex disassembly
0000393,spliceosomal conformational changes to generate catalytic conformation
0000394,"RNA splicing, via endonucleolytic cleavage and ligation"
0000395,mRNA 5'-splice site recognition
0000398,"mRNA splicing, via spliceosome"
0000399,cellular bud neck septin structure
0000400,four-way junction DNA binding
0000401,open form four-way junction DNA binding
0000402,crossed form four-way junction DNA binding
0000403,Y-form DNA binding
0000404,heteroduplex DNA loop binding
0000405,bubble DNA binding
0000406,double-strand/single-strand DNA junction binding
0000407,phagophore assembly site
0000408,EKC/KEOPS complex
0000409,regulation of transcription by galactose
0000410,carbon catabolite repression of transcription by galactose
0000411,positive regulation of transcription by galactose
0000412,histone peptidyl-prolyl isomerization
0000413,protein peptidyl-prolyl isomerization
0000414,regulation of histone H3-K36 methylation
0000415,negative regulation of histone H3-K36 methylation
0000416,positive regulation of histone H3-K36 methylation
0000417,HIR complex
0000418,RNA polymerase IV complex
0000419,RNA polymerase V complex
0000421,autophagosome membrane
0000422,autophagy of mitochondrion
0000423,mitophagy
0000424,micromitophagy
0000425,pexophagy
0000426,micropexophagy
0000427,plastid-encoded plastid RNA polymerase complex
0000428,DNA-directed RNA polymerase complex
0000429,carbon catabolite regulation of transcription from RNA polymerase II promoter
0000430,regulation of transcription from RNA polymerase II promoter by glucose
0000431,regulation of transcription from RNA polymerase II promoter by galactose
0000432,positive regulation of transcription from RNA polymerase II promoter by glucose
0000433,carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
0000434,carbon catabolite repression of transcription from RNA polymerase II promoter by galactose
0000435,positive regulation of transcription from RNA polymerase II promoter by galactose
0000436,carbon catabolite activation of transcription from RNA polymerase II promoter
0000437,carbon catabolite repression of transcription from RNA polymerase II promoter
0000438,core TFIIH complex portion of holo TFIIH complex
0000439,transcription factor TFIIH core complex
0000440,core TFIIH complex portion of NEF3 complex
0000444,MIS12/MIND type complex
0000445,THO complex part of transcription export complex
0000446,nucleoplasmic THO complex
0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000448,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000449,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)"
0000450,"cleavage of bicistronic rRNA transcript (SSU-rRNA, LSU-rRNA)"
0000451,rRNA 2'-O-methylation
0000452,snoRNA guided rRNA 2'-O-methylation
0000453,enzyme-directed rRNA 2'-O-methylation
0000454,snoRNA guided rRNA pseudouridine synthesis
0000455,enzyme-directed rRNA pseudouridine synthesis
0000456,obsolete dimethylation involved in SSU-rRNA maturation
0000457,"endonucleolytic cleavage between SSU-rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)"
0000458,"endonucleolytic cleavage between LSU-rRNA and 5S rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)"
0000459,exonucleolytic trimming involved in rRNA processing
0000460,maturation of 5.8S rRNA
0000461,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000464,"endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000465,"exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000468,"generation of mature 3'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000469,cleavage involved in rRNA processing
0000470,maturation of LSU-rRNA
0000471,"endonucleolytic cleavage in 3'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000473,"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)"
0000474,"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)"
0000475,maturation of 2S rRNA
0000476,maturation of 4.5S rRNA
0000477,"generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000478,endonucleolytic cleavage involved in rRNA processing
0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000481,maturation of 5S rRNA
0000482,"maturation of 5S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
0000483,"endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)"
0000484,"cleavage between SSU-rRNA and 5.8S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)"
0000485,"cleavage between 2S rRNA and LSU-rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)"
0000486,"cleavage between 5.8S rRNA and 2S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)"
0000487,"maturation of 5.8S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)"
0000488,"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)"
0000489,"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)"
0000491,small nucleolar ribonucleoprotein complex assembly
0000492,box C/D snoRNP assembly
0000493,box H/ACA snoRNP assembly
0000494,box C/D RNA 3'-end processing
0000495,box H/ACA RNA 3'-end processing
0000497,DNA template activity
0000500,RNA polymerase I upstream activating factor complex
0000502,proteasome complex
0000504,obsolete proteasome regulatory particle (sensu Bacteria)
0000506,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
0000578,embryonic axis specification
0000700,mismatch base pair DNA N-glycosylase activity
0000701,purine-specific mismatch base pair DNA N-glycosylase activity
0000702,oxidized base lesion DNA N-glycosylase activity
0000703,oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity
0000704,pyrimidine dimer DNA N-glycosylase activity
0000705,achiasmate meiosis I
0000706,meiotic DNA double-strand break processing
0000707,meiotic DNA recombinase assembly
0000708,meiotic strand invasion
0000709,meiotic joint molecule formation
0000710,meiotic mismatch repair
0000711,meiotic DNA repair synthesis
0000712,resolution of meiotic recombination intermediates
0000713,meiotic heteroduplex formation
0000714,meiotic strand displacement
0000715,"nucleotide-excision repair, DNA damage recognition"
0000716,"transcription-coupled nucleotide-excision repair, DNA damage recognition"
0000717,"nucleotide-excision repair, DNA duplex unwinding"
0000718,"nucleotide-excision repair, DNA damage removal"
0000719,photoreactive repair
0000720,pyrimidine dimer repair by nucleotide-excision repair
0000721,"(R,R)-butanediol dehydrogenase activity"
0000722,telomere maintenance via recombination
0000723,telomere maintenance
0000724,double-strand break repair via homologous recombination
0000725,recombinational repair
0000726,obsolete non-recombinational repair
0000727,double-strand break repair via break-induced replication
0000729,DNA double-strand break processing
0000730,DNA recombinase assembly
0000731,DNA synthesis involved in DNA repair
0000732,strand displacement
0000733,obsolete DNA strand renaturation
0000735,removal of nonhomologous ends
0000736,"double-strand break repair via single-strand annealing, removal of nonhomologous ends"
0000737,"DNA catabolic process, endonucleolytic"
0000738,"DNA catabolic process, exonucleolytic"
0000739,obsolete DNA strand annealing activity
0000740,nuclear membrane fusion
0000741,karyogamy
0000742,karyogamy involved in conjugation with cellular fusion
0000743,nuclear migration involved in conjugation with cellular fusion
0000744,karyogamy involved in conjugation with mutual genetic exchange
0000745,nuclear migration involved in conjugation with mutual genetic exchange
0000746,conjugation
0000747,conjugation with cellular fusion
0000748,conjugation with mutual genetic exchange
0000749,response to pheromone triggering conjugation with cellular fusion
0000750,pheromone-dependent signal transduction involved in conjugation with cellular fusion
0000751,mitotic cell cycle G1 arrest in response to pheromone
0000752,agglutination involved in conjugation with cellular fusion
0000753,cell morphogenesis involved in conjugation with cellular fusion
0000754,adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion
0000755,cytogamy
0000756,response to pheromone regulating conjugation with mutual genetic exchange
0000757,obsolete signal transduction involved in regulation of conjugation with mutual genetic exchange
0000758,agglutination involved in conjugation with mutual genetic exchange
0000759,obsolete cell morphogenesis involved in conjugation with mutual genetic exchange
0000760,adaptation to pheromone regulating conjugation with mutual genetic exchange
0000761,conjugant formation
0000762,pheromone-induced unidirectional conjugation
0000763,obsolete cell morphogenesis involved in unidirectional conjugation
0000764,obsolete cellular morphogenesis involved in pheromone-induced unidirectional conjugation
0000765,response to pheromone regulating pheromone-induced unidirectional conjugation
0000766,negative adaptation of signaling pathway by response to pheromone involved in pheromone-induced unidirectional conjugation
0000767,cell morphogenesis involved in conjugation
0000768,syncytium formation by plasma membrane fusion
0000769,syncytium formation by mitosis without cytokinesis
0000770,peptide pheromone export
0000771,agglutination involved in conjugation
0000772,mating pheromone activity
0000773,phosphatidyl-N-methylethanolamine N-methyltransferase activity
0000774,adenyl-nucleotide exchange factor activity
0000775,"chromosome, centromeric region"
0000776,kinetochore
0000779,"condensed chromosome, centromeric region"
0000781,"chromosome, telomeric region"
0000782,telomere cap complex
0000783,nuclear telomere cap complex
0000785,chromatin
0000786,nucleosome
0000791,euchromatin
0000792,heterochromatin
0000793,condensed chromosome
0000794,condensed nuclear chromosome
0000795,synaptonemal complex
0000796,condensin complex
0000798,nuclear cohesin complex
0000800,lateral element
0000801,central element
0000802,transverse filament
0000803,sex chromosome
0000804,W chromosome
0000805,X chromosome
0000806,Y chromosome
0000807,Z chromosome
0000808,origin recognition complex
0000809,cytoplasmic origin of replication recognition complex
0000810,diacylglycerol diphosphate phosphatase activity
0000811,GINS complex
0000812,Swr1 complex
0000813,ESCRT I complex
0000814,ESCRT II complex
0000815,ESCRT III complex
0000817,COMA complex
0000818,nuclear MIS12/MIND complex
0000819,sister chromatid segregation
0000820,regulation of glutamine family amino acid metabolic process
0000821,regulation of arginine metabolic process
0000822,inositol hexakisphosphate binding
0000823,"inositol-1,4,5-trisphosphate 6-kinase activity"
0000824,inositol tetrakisphosphate 3-kinase activity
0000825,inositol tetrakisphosphate 6-kinase activity
0000826,obsolete inositol pyrophosphate synthase activity
0000827,"inositol-1,3,4,5,6-pentakisphosphate kinase activity"
0000828,inositol hexakisphosphate kinase activity
0000829,inositol heptakisphosphate kinase activity
0000830,inositol hexakisphosphate 4-kinase activity
0000831,inositol hexakisphosphate 6-kinase activity
0000832,inositol hexakisphosphate 5-kinase activity
0000833,inositol heptakisphosphate 4-kinase activity
0000834,inositol heptakisphosphate 6-kinase activity
0000835,ER ubiquitin ligase complex
0000836,Hrd1p ubiquitin ligase complex
0000837,Doa10p ubiquitin ligase complex
0000838,Hrd1p ubiquitin ligase ERAD-M complex
0000839,Hrd1p ubiquitin ligase ERAD-L complex
0000900,"translation repressor activity, mRNA regulatory element binding"
0000901,"translation repressor activity, non-nucleic acid binding"
0000902,cell morphogenesis
0000903,obsolete regulation of cell shape during vegetative growth phase
0000904,cell morphogenesis involved in differentiation
0000905,sporocarp development involved in asexual reproduction
0000906,"6,7-dimethyl-8-ribityllumazine synthase activity"
0000907,sulfonate dioxygenase activity
0000908,taurine dioxygenase activity
0000909,sporocarp development involved in sexual reproduction
0000910,cytokinesis
0000911,cytokinesis by cell plate formation
0000912,assembly of actomyosin apparatus involved in cytokinesis
0000913,preprophase band assembly
0000914,phragmoplast assembly
0000915,actomyosin contractile ring assembly
0000916,actomyosin contractile ring contraction
0000917,division septum assembly
0000918,division septum site selection
0000919,cell plate assembly
0000920,septum digestion after cytokinesis
0000921,septin ring assembly
0000922,spindle pole
0000923,equatorial microtubule organizing center
0000930,gamma-tubulin complex
0000931,gamma-tubulin large complex
0000932,P-body
0000933,adventitious septum
0000934,porous cell septum
0000935,division septum
0000936,primary cell septum
0000937,dolipore septum
0000938,GARP complex
0000939,inner kinetochore
0000940,outer kinetochore
0000943,retrotransposon nucleocapsid
0000947,amino acid catabolic process to alcohol via Ehrlich pathway
0000948,amino acid catabolic process to carboxylic acid via Ehrlich pathway
0000949,aromatic amino acid family catabolic process to alcohol via Ehrlich pathway
0000950,branched-chain amino acid catabolic process to alcohol via Ehrlich pathway
0000951,methionine catabolic process to 3-methylthiopropanol
0000952,aromatic amino acid family catabolic process to carboxylic acid via Ehrlich pathway
0000953,branched-chain amino acid catabolic process to carboxylic acid via Ehrlich pathway
0000954,methionine catabolic process to 3-methylthiopropanoate
0000955,amino acid catabolic process via Ehrlich pathway
0000956,nuclear-transcribed mRNA catabolic process
0000957,mitochondrial RNA catabolic process
0000958,mitochondrial mRNA catabolic process
0000959,mitochondrial RNA metabolic process
0000960,regulation of mitochondrial RNA catabolic process
0000961,negative regulation of mitochondrial RNA catabolic process
0000962,positive regulation of mitochondrial RNA catabolic process
0000963,mitochondrial RNA processing
0000964,mitochondrial RNA 5'-end processing
0000965,mitochondrial RNA 3'-end processing
0000966,RNA 5'-end processing
0000967,rRNA 5'-end processing
0000968,tRNA exon ligation
0000969,tRNA exon ligation utilizing ATP as source of linkage phosphate
0000970,tRNA exon ligation utilizing GTP as source of linkage phosphate
